Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
18475,Data Tech Solutions,Email,Women 35-44,45 days,Website,5.626923214,5311,75.48,"Washington, D.C.",English,1864,30128,9,Foodies,05-11-2023
18476,Innovate Industries,Display,All Ages,30 days,Google Ads,4.717879786,3851,454.27,"Washington, D.C.",English,4269,92209,8,Foodies,05-11-2023
18477,Alpha Innovations,Display,Women 35-44,15 days,Website,4.894348636,6496,21.84,Houston,Mandarin,1583,34507,8,Fashionistas,05-11-2023
18478,Innovate Industries,Email,Men 18-24,60 days,Website,5.906815647,4001,210.8,San Francisco,English,2487,60229,8,Fashionistas,05-11-2023
18479,Alpha Innovations,Email,Men 25-34,45 days,Website,5.705425656,8489,23.98,Seattle,English,2105,63615,8,Outdoor Adventurers,05-11-2023
18480,Alpha Innovations,Search,Men 18-24,60 days,Email,5.0971709,2843,48.26,Chicago,English,843,25188,9,Foodies,05-11-2023
18481,Innovate Industries,Search,Women 25-34,15 days,Google Ads,4.054348636,6429,160.38,Dallas,French,3348,89285,8,Fashionistas,05-11-2023
18482,NexGen Systems,Search,Men 18-24,45 days,Facebook,4.468972415,5060,41.5,"Washington, D.C.",English,1432,30022,8,Foodies,05-11-2023
18483,Alpha Innovations,Display,Women 25-34,30 days,Facebook,3.624348636,4072,108.87,Miami,Spanish,1701,51256,8,Fashionistas,05-11-2023
18484,TechCorp,Display,Women 35-44,30 days,Google Ads,4.874348636,2163,228.25,Dallas,French,1420,31088,9,Foodies,05-11-2023
18485,NexGen Systems,Influencer,Women 25-34,45 days,Instagram,4.15344975,4946,134.74,Houston,English,2322,50375,8,Health & Wellness,05-11-2023
18486,Data Tech Solutions,Influencer,Men 25-34,30 days,Instagram,4.404348636,3625,299.45,Los Angeles,French,2896,70650,9,Health & Wellness,05-11-2023
18487,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,4.819078353,2328,939.52,Houston,English,4840,97400,8,Tech Enthusiasts,05-11-2023
18488,TechCorp,Search,Men 25-34,30 days,Email,4.098164032,8908,218.42,Chicago,English,5673,99022,8,Fashionistas,05-11-2023
18489,NexGen Systems,Email,Women 35-44,30 days,Google Ads,5.044348636,7050,136.6,Houston,French,3336,70400,8,Fashionistas,05-11-2023
18490,Alpha Innovations,Social Media,Women 25-34,45 days,Website,4.150426161,1330,754.89,Atlanta,English,2274,44691,9,Tech Enthusiasts,05-11-2023
18491,Innovate Industries,Search,Men 25-34,15 days,Website,5.878387967,4661,-15.36,Seattle,English,789,17904,9,Outdoor Adventurers,05-11-2023
18492,Alpha Innovations,Social Media,Men 25-34,30 days,Website,3.524348636,2003,427.96,Los Angeles,German,2115,65703,8,Foodies,05-11-2023
18493,Alpha Innovations,Influencer,Men 25-34,15 days,Instagram,6.184348636,1478,889.51,San Francisco,Spanish,2925,49752,9,Health & Wellness,05-11-2023
18494,TechCorp,Social Media,Women 25-34,15 days,Email,4.914348636,6184,-70.25,"Washington, D.C.",German,368,7995,9,Fashionistas,05-11-2023
18495,Alpha Innovations,Social Media,All Ages,30 days,Facebook,5.035785868,6911,-11.45,"Washington, D.C.",English,1224,24639,8,Tech Enthusiasts,05-11-2023
18496,TechCorp,Email,Men 25-34,15 days,Email,5.514348636,4208,133.48,Miami,French,1965,37731,8,Foodies,05-11-2023
18497,Innovate Industries,Display,Men 25-34,15 days,Google Ads,2.996158024,3905,45.97,Dallas,Mandarin,1140,43219,9,Outdoor Adventurers,06-11-2023
18498,Innovate Industries,Social Media,Men 25-34,45 days,Google Ads,5.026158024,4812,379.43,Miami,German,4614,98822,9,Outdoor Adventurers,06-11-2023
18499,Innovate Industries,Email,Women 35-44,30 days,Website,4.136158024,4529,177.32,"Washington, D.C.",Mandarin,2512,66471,8,Outdoor Adventurers,06-11-2023
18500,NexGen Systems,Search,Women 25-34,30 days,Instagram,6.316158024,6621,89.02,Atlanta,Spanish,2503,42011,9,Outdoor Adventurers,06-11-2023
18501,Alpha Innovations,Display,Men 25-34,30 days,Website,5.817000518,4706,109.94,Miami,English,1976,34797,9,Fashionistas,06-11-2023
18502,Data Tech Solutions,Search,All Ages,30 days,YouTube,6.266158024,8453,-77.29,Miami,French,384,6505,9,Health & Wellness,06-11-2023
18503,NexGen Systems,Email,Men 25-34,30 days,Google Ads,4.809886862,5241,26.22,Atlanta,English,1323,40110,9,Tech Enthusiasts,06-11-2023
18504,Alpha Innovations,Display,Women 35-44,15 days,Instagram,5.836158024,6627,44.33,Seattle,German,1913,34918,8,Fashionistas,06-11-2023
18505,Alpha Innovations,Display,Men 25-34,30 days,Email,4.886158024,1110,1422.07,Los Angeles,French,3379,74610,8,Outdoor Adventurers,06-11-2023
18506,NexGen Systems,Display,Women 25-34,45 days,Google Ads,4.076158024,1117,756.76,Seattle,Spanish,1914,51468,8,Foodies,06-11-2023
18507,TechCorp,Search,Men 18-24,60 days,Facebook,4.566158024,8415,56.86,Los Angeles,French,2640,62728,8,Tech Enthusiasts,06-11-2023
18508,Alpha Innovations,Social Media,Women 25-34,15 days,Website,5.988799822,3089,127.58,Seattle,English,1406,26841,8,Health & Wellness,06-11-2023
18509,TechCorp,Social Media,Women 35-44,30 days,Instagram,3.936158024,4701,164.73,Los Angeles,Spanish,2489,69528,9,Tech Enthusiasts,06-11-2023
18510,Innovate Industries,Influencer,Men 18-24,30 days,Email,4.256158024,6507,49.61,Miami,German,1947,49934,9,Health & Wellness,06-11-2023
18511,Data Tech Solutions,Influencer,All Ages,30 days,Facebook,5.374356587,4758,169.02,Chicago,English,2560,46547,8,Health & Wellness,06-11-2023
18512,TechCorp,Influencer,Men 18-24,30 days,Instagram,4.615142092,6859,204.34,Miami,English,4175,74826,9,Tech Enthusiasts,06-11-2023
18513,Alpha Innovations,Display,Men 25-34,15 days,Website,5.846158024,7687,-62.47,Chicago,Spanish,577,10526,8,Health & Wellness,06-11-2023
18514,TechCorp,Display,Women 25-34,15 days,Email,5.316158024,6048,128.84,Miami,French,2768,55810,8,Fashionistas,06-11-2023
18515,Alpha Innovations,Email,Men 18-24,30 days,Google Ads,7.046158024,1382,203.91,San Francisco,Mandarin,840,12557,8,Fashionistas,06-11-2023
18516,NexGen Systems,Search,Men 25-34,15 days,Facebook,5.326158024,4062,364.67,Atlanta,German,3775,75963,8,Health & Wellness,06-11-2023
18517,Alpha Innovations,Social Media,Men 25-34,30 days,Facebook,4.766158024,1583,701.33,Los Angeles,Spanish,2537,57547,9,Health & Wellness,06-11-2023
18518,NexGen Systems,Search,Men 25-34,45 days,Instagram,3.826158024,1998,569.42,Atlanta,Mandarin,2675,77110,9,Tech Enthusiasts,06-11-2023
18519,Alpha Innovations,Influencer,Women 35-44,60 days,Website,4.446158024,8748,76.95,Dallas,French,3096,75708,8,Fashionistas,06-11-2023
18520,Data Tech Solutions,Display,Women 25-34,15 days,Website,5.655332795,1738,929.34,Chicago,English,3578,79346,9,Outdoor Adventurers,06-11-2023
18521,Alpha Innovations,Search,Women 25-34,45 days,Email,6.166158024,3311,708.06,Miami,Spanish,5351,92109,8,Tech Enthusiasts,06-11-2023
18522,Innovate Industries,Display,Women 35-44,45 days,Website,5.872556286,8029,1.51,New York,English,1630,37485,8,Tech Enthusiasts,06-11-2023
18523,NexGen Systems,Email,Women 25-34,60 days,Facebook,5.395719626,4731,-43.78,Atlanta,English,532,10783,9,Fashionistas,06-11-2023
18524,Data Tech Solutions,Influencer,Men 25-34,30 days,Email,5.396158024,5298,169.82,San Francisco,Spanish,2859,56744,8,Fashionistas,06-11-2023
18525,TechCorp,Email,All Ages,15 days,Google Ads,4.05848673,4353,389.66,Seattle,English,4263,71529,9,Tech Enthusiasts,06-11-2023
18526,Innovate Industries,Email,Men 25-34,15 days,Google Ads,5.536158024,9278,163.85,San Francisco,Mandarin,4896,94519,8,Health & Wellness,06-11-2023
18527,Innovate Industries,Social Media,Women 35-44,45 days,Website,4.347441231,5428,-74.94,Dallas,English,272,6625,8,Health & Wellness,07-11-2023
18528,NexGen Systems,Display,Women 25-34,15 days,Website,2.952054225,1459,278,New York,German,1103,44491,8,Health & Wellness,07-11-2023
18529,NexGen Systems,Display,Women 25-34,30 days,Instagram,3.752054225,9367,-92.95,Seattle,Spanish,132,4025,9,Tech Enthusiasts,07-11-2023
18530,Data Tech Solutions,Social Media,Women 25-34,30 days,Facebook,4.583783974,2441,300.25,San Francisco,English,1954,94890,8,Foodies,07-11-2023
18531,NexGen Systems,Search,All Ages,15 days,Website,5.328529104,7691,63.89,Chicago,English,2521,55301,9,Fashionistas,07-11-2023
18532,Alpha Innovations,Email,Men 18-24,45 days,Facebook,2.752054225,7420,42.79,"Washington, D.C.",German,2119,92977,8,Foodies,07-11-2023
18533,Data Tech Solutions,Email,All Ages,15 days,Instagram,4.275741809,7784,-21.7,Atlanta,English,1219,25410,8,Health & Wellness,07-11-2023
18534,Alpha Innovations,Influencer,Women 35-44,45 days,Website,5.279005257,5978,54.15,Miami,English,1843,66062,8,Tech Enthusiasts,07-11-2023
18535,TechCorp,Display,Men 18-24,15 days,Website,3.882054225,4715,242.84,"Washington, D.C.",German,3233,94832,9,Outdoor Adventurers,07-11-2023
18536,Innovate Industries,Display,Men 18-24,15 days,Facebook,2.582054225,7176,30.71,Chicago,Spanish,1876,88925,8,Foodies,07-11-2023
18537,Alpha Innovations,Email,Men 25-34,30 days,Website,3.542054225,6423,30.55,Dallas,French,1677,54652,8,Outdoor Adventurers,07-11-2023
18538,TechCorp,Search,Men 25-34,30 days,Website,5.00804553,3191,567.97,Los Angeles,English,4263,74662,8,Tech Enthusiasts,07-11-2023
18539,NexGen Systems,Influencer,Men 25-34,45 days,Facebook,5.782054225,1906,166.79,Seattle,German,1017,19164,8,Foodies,07-11-2023
18540,TechCorp,Social Media,Men 25-34,15 days,Instagram,5.772054225,7468,-19.99,Dallas,Spanish,1195,22551,9,Foodies,07-11-2023
18541,Alpha Innovations,Social Media,Men 25-34,45 days,Instagram,4.282054225,4885,74.41,Dallas,French,1704,44738,8,Health & Wellness,07-11-2023
18542,Innovate Industries,Social Media,Women 35-44,30 days,Email,5.122054225,1127,-65.84,Houston,Mandarin,77,1662,9,Tech Enthusiasts,07-11-2023
18543,TechCorp,Email,Women 25-34,45 days,YouTube,4.905968716,8945,187.48,Houston,English,5143,78401,8,Fashionistas,07-11-2023
18544,Alpha Innovations,Social Media,Men 25-34,30 days,Facebook,4.672054225,1164,1370.36,New York,Spanish,3423,81515,9,Foodies,07-11-2023
18545,NexGen Systems,Search,All Ages,15 days,Instagram,5.360730214,2975,473.28,Seattle,English,3411,85280,8,Health & Wellness,07-11-2023
18546,NexGen Systems,Social Media,Men 18-24,15 days,Google Ads,6.532054225,1926,423.62,Chicago,German,2017,33289,9,Foodies,07-11-2023
18547,Innovate Industries,Display,Women 25-34,60 days,Instagram,4.692054225,8481,59.47,Miami,German,2705,64113,8,Fashionistas,07-11-2023
18548,Alpha Innovations,Display,Women 25-34,30 days,YouTube,4.951371773,5906,-63.93,New York,English,426,6457,9,Health & Wellness,07-11-2023
18549,Alpha Innovations,Influencer,Women 35-44,60 days,Email,7.462054225,8380,28.28,"Washington, D.C.",German,2150,30766,9,Health & Wellness,07-11-2023
18550,Innovate Industries,Email,Men 18-24,30 days,Website,6.332054225,4477,306.97,Dallas,Spanish,3644,62192,9,Health & Wellness,07-11-2023
18551,Data Tech Solutions,Social Media,Women 35-44,45 days,Facebook,5.717059445,5201,51.32,"Washington, D.C.",English,1574,29874,8,Health & Wellness,07-11-2023
18552,TechCorp,Influencer,Men 18-24,30 days,Google Ads,7.352054225,1661,1751.6,Dallas,Spanish,6151,89410,8,Outdoor Adventurers,07-11-2023
18553,NexGen Systems,Search,Men 25-34,15 days,YouTube,5.362054225,6152,242.49,Miami,Mandarin,4214,86195,8,Outdoor Adventurers,07-11-2023
18554,Data Tech Solutions,Search,Men 25-34,15 days,Email,4.742054225,3345,337.67,Dallas,German,2928,68588,8,Fashionistas,07-11-2023
18555,Data Tech Solutions,Display,Men 25-34,30 days,Email,4.794418106,3813,110.46,Dallas,English,1605,48056,8,Outdoor Adventurers,07-11-2023
18556,Alpha Innovations,Search,Women 25-34,30 days,YouTube,5.382054225,2189,779.17,"Washington, D.C.",Mandarin,3849,78405,9,Foodies,07-11-2023
18557,Innovate Industries,Display,All Ages,30 days,Website,4.082054225,8165,-33.68,Dallas,Spanish,1083,30011,8,Outdoor Adventurers,07-11-2023
18558,Innovate Industries,Search,Women 25-34,15 days,Email,5.408577074,4802,128.65,Atlanta,English,2196,65576,8,Foodies,07-11-2023
18559,Innovate Industries,Email,Men 25-34,15 days,YouTube,4.912054225,1435,1090.24,New York,German,3416,76958,8,Tech Enthusiasts,07-11-2023
18560,Alpha Innovations,Influencer,Women 35-44,30 days,Instagram,5.776290432,7954,95.25,Dallas,English,3106,83510,9,Outdoor Adventurers,07-11-2023
18561,TechCorp,Email,Women 25-34,60 days,Facebook,4.702054225,3398,17.27,Atlanta,German,797,18856,9,Foodies,07-11-2023
18562,Innovate Industries,Display,All Ages,30 days,Email,4.022054225,1666,90.58,Los Angeles,Spanish,635,17902,8,Health & Wellness,07-11-2023
18563,Innovate Industries,Influencer,Men 25-34,30 days,Website,4.836213331,4838,334.27,Los Angeles,English,4202,91758,9,Foodies,07-11-2023
18564,TechCorp,Social Media,Men 25-34,30 days,YouTube,3.672054225,6527,138.93,"Washington, D.C.",Spanish,3119,97499,9,Fashionistas,07-11-2023
18565,Innovate Industries,Social Media,Women 25-34,45 days,Email,4.732054225,3987,426.84,Chicago,Spanish,4201,98630,9,Outdoor Adventurers,07-11-2023
18566,Innovate Industries,Social Media,Men 18-24,60 days,Instagram,4.892054225,1283,866.1,Atlanta,French,2479,56101,9,Tech Enthusiasts,07-11-2023
18567,TechCorp,Search,All Ages,30 days,Email,3.672054225,9287,2.99,Los Angeles,French,1913,59791,9,Outdoor Adventurers,07-11-2023
18568,Alpha Innovations,Search,All Ages,45 days,Google Ads,4.533769828,4715,124.28,"Washington, D.C.",English,2115,52238,8,Health & Wellness,07-11-2023
18569,Alpha Innovations,Email,All Ages,30 days,Instagram,4.908228387,5721,-68.8,New York,English,357,9415,8,Foodies,07-11-2023
18570,Alpha Innovations,Email,Men 25-34,30 days,Website,5.142054225,6703,223.44,Houston,German,4336,92868,8,Outdoor Adventurers,07-11-2023
18571,Alpha Innovations,Display,Men 25-34,30 days,Facebook,5.182054225,3801,309.23,Atlanta,German,3111,66054,9,Fashionistas,07-11-2023
18572,Innovate Industries,Email,Men 18-24,30 days,YouTube,3.952054225,5712,-47.48,Dallas,French,600,17242,9,Outdoor Adventurers,07-11-2023
18573,Innovate Industries,Email,Women 25-34,15 days,Website,4.712054225,5035,-52.04,"Washington, D.C.",French,483,11405,8,Tech Enthusiasts,07-11-2023
18574,TechCorp,Display,Women 25-34,30 days,YouTube,4.492054225,4593,144.07,Seattle,German,2242,55793,8,Tech Enthusiasts,07-11-2023
18575,Data Tech Solutions,Influencer,Women 25-34,30 days,YouTube,3.672054225,4540,84.14,Chicago,Spanish,1672,52257,9,Tech Enthusiasts,07-11-2023
18576,TechCorp,Display,Men 25-34,30 days,Instagram,5.889580949,9526,-26.88,Chicago,English,1393,44376,8,Health & Wellness,08-11-2023
18577,Data Tech Solutions,Social Media,Women 35-44,15 days,Email,2.859609524,6532,-2.02,Miami,German,1280,52915,9,Outdoor Adventurers,08-11-2023
18578,Innovate Industries,Search,All Ages,15 days,Google Ads,4.339609524,4359,-73.04,New York,German,235,6047,8,Foodies,08-11-2023
18579,NexGen Systems,Email,All Ages,30 days,Instagram,5.189609524,6480,-13.73,Houston,German,1118,23550,8,Outdoor Adventurers,08-11-2023
18580,NexGen Systems,Search,All Ages,30 days,Instagram,5.32738082,2351,47.81,Atlanta,English,695,16412,9,Outdoor Adventurers,08-11-2023
18581,Alpha Innovations,Influencer,Men 25-34,45 days,Website,3.249609524,9022,-77.94,Houston,French,398,14174,8,Tech Enthusiasts,08-11-2023
18582,Data Tech Solutions,Display,Women 35-44,15 days,YouTube,4.749609524,6081,-6.18,Atlanta,German,1141,26485,9,Outdoor Adventurers,08-11-2023
18583,Data Tech Solutions,Social Media,Men 25-34,30 days,Google Ads,4.864871483,4735,237.59,Miami,English,3197,98697,8,Tech Enthusiasts,08-11-2023
18584,Alpha Innovations,Search,Men 25-34,30 days,Email,3.419609524,7511,60.7,Seattle,German,2414,81038,9,Outdoor Adventurers,08-11-2023
18585,Innovate Industries,Display,All Ages,30 days,Website,4.123241339,1401,118.06,San Francisco,English,611,23443,8,Tech Enthusiasts,08-11-2023
18586,TechCorp,Search,Men 18-24,30 days,Facebook,2.979609524,8329,45.82,Dallas,German,2429,95640,8,Health & Wellness,08-11-2023
18587,NexGen Systems,Search,Men 25-34,30 days,Facebook,3.539609524,2306,104.25,Seattle,Spanish,942,30413,9,Health & Wellness,08-11-2023
18588,Data Tech Solutions,Search,Women 35-44,15 days,Website,3.669609524,8124,43.77,Miami,Spanish,2336,72333,8,Fashionistas,08-11-2023
18589,TechCorp,Influencer,Men 18-24,30 days,Website,4.809609524,5256,210.41,Miami,German,3263,74683,9,Fashionistas,08-11-2023
18590,Alpha Innovations,Search,Men 25-34,30 days,Facebook,5.869609524,2240,339.29,"Washington, D.C.",German,1968,36254,9,Foodies,08-11-2023
18591,Alpha Innovations,Social Media,Men 25-34,45 days,Google Ads,6.429609524,7503,48.81,San Francisco,French,2233,37284,8,Tech Enthusiasts,08-11-2023
18592,Alpha Innovations,Influencer,Women 25-34,15 days,Instagram,4.119609524,9486,-59.31,Atlanta,Spanish,772,20995,9,Outdoor Adventurers,08-11-2023
18593,NexGen Systems,Email,Women 25-34,30 days,Google Ads,5.639609524,4428,477.91,New York,German,5118,98432,8,Tech Enthusiasts,08-11-2023
18594,TechCorp,Display,Men 18-24,60 days,Website,4.619609524,8969,64.62,Seattle,Spanish,2953,70649,8,Tech Enthusiasts,08-11-2023
18595,Alpha Innovations,Search,Women 35-44,30 days,Website,5.809609524,5315,35,Houston,German,1435,26730,8,Tech Enthusiasts,08-11-2023
18596,NexGen Systems,Search,Men 18-24,60 days,Email,5.95004896,4082,186.26,Miami,English,2337,45657,9,Tech Enthusiasts,08-11-2023
18597,NexGen Systems,Email,Women 25-34,60 days,YouTube,5.059609524,6923,-58.83,Houston,Mandarin,570,12344,8,Health & Wellness,08-11-2023
18598,Innovate Industries,Influencer,All Ages,45 days,Google Ads,5.666904576,4566,28.78,Los Angeles,English,1176,24302,9,Foodies,08-11-2023
18599,Alpha Innovations,Display,Women 25-34,30 days,Email,4.149609524,6978,37.93,Houston,German,1925,51889,9,Fashionistas,08-11-2023
18600,Innovate Industries,Influencer,Men 25-34,30 days,Instagram,4.009609524,8119,85.43,Los Angeles,French,3011,84346,9,Outdoor Adventurers,08-11-2023
18601,NexGen Systems,Display,Men 25-34,30 days,Instagram,4.989609524,4741,262.48,Seattle,German,3437,75548,9,Tech Enthusiasts,08-11-2023
18602,Data Tech Solutions,Social Media,Women 25-34,15 days,Website,4.109609524,6732,-85.59,"Washington, D.C.",Mandarin,194,5287,9,Foodies,08-11-2023
18603,TechCorp,Email,All Ages,15 days,YouTube,5.639609524,7189,-31.01,San Francisco,German,992,19088,8,Fashionistas,08-11-2023
18604,Data Tech Solutions,Social Media,Men 25-34,30 days,Google Ads,5.710041892,9178,30.86,New York,English,2402,75791,9,Foodies,08-11-2023
18605,Innovate Industries,Display,All Ages,15 days,YouTube,3.549609524,3133,-91.7,New York,French,52,1683,9,Tech Enthusiasts,08-11-2023
18606,Data Tech Solutions,Search,Women 25-34,15 days,Instagram,5.049609524,3304,28.93,Los Angeles,Spanish,852,18484,8,Health & Wellness,08-11-2023
18607,Alpha Innovations,Influencer,All Ages,15 days,YouTube,4.41736158,6093,-73,Dallas,English,329,9945,9,Foodies,08-11-2023
18608,Data Tech Solutions,Search,All Ages,30 days,Instagram,4.299609524,8190,18.68,Houston,Spanish,1944,50382,9,Foodies,08-11-2023
18609,Data Tech Solutions,Search,Women 25-34,30 days,YouTube,5.214591738,2270,771.59,Seattle,English,3957,85848,9,Fashionistas,08-11-2023
18610,TechCorp,Display,All Ages,30 days,YouTube,6.279609524,9708,-66.26,Los Angeles,Spanish,655,11222,8,Foodies,08-11-2023
18611,Innovate Industries,Search,Men 25-34,45 days,Google Ads,5.729609524,7396,-24.22,San Francisco,German,1121,21200,9,Outdoor Adventurers,08-11-2023
18612,NexGen Systems,Influencer,Men 25-34,45 days,Facebook,5.919609524,6567,74.59,San Francisco,German,2293,41860,8,Health & Wellness,08-11-2023
18613,TechCorp,Influencer,Men 18-24,45 days,Instagram,4.219609524,6925,167.44,"Washington, D.C.",Spanish,3704,98001,8,Foodies,08-11-2023
18614,Data Tech Solutions,Influencer,Women 25-34,60 days,Facebook,6.419609524,9982,147.45,Atlanta,Spanish,4940,82622,9,Foodies,08-11-2023
18615,Innovate Industries,Social Media,Men 18-24,30 days,Website,5.169609524,6596,239.07,Chicago,German,4473,94581,8,Outdoor Adventurers,08-11-2023
18616,TechCorp,Social Media,All Ages,15 days,Instagram,5.409609524,3923,305.17,Houston,Mandarin,3179,63966,9,Fashionistas,08-11-2023
18617,TechCorp,Social Media,All Ages,60 days,YouTube,4.53027235,6419,238.6,"Washington, D.C.",English,4347,65475,8,Tech Enthusiasts,08-11-2023
18618,Alpha Innovations,Search,Women 25-34,30 days,Google Ads,7.019609524,9767,3.41,Chicago,French,2020,30712,9,Health & Wellness,08-11-2023
18619,NexGen Systems,Display,Women 25-34,45 days,Google Ads,6.099609524,8856,86.03,Chicago,German,3295,58228,9,Health & Wellness,08-11-2023
18620,NexGen Systems,Social Media,All Ages,15 days,Email,6.959609524,6000,121.08,Seattle,French,2653,40701,8,Outdoor Adventurers,08-11-2023
18621,NexGen Systems,Social Media,Men 25-34,45 days,Email,5.179609524,1716,1108.92,Houston,German,4149,87546,8,Health & Wellness,08-11-2023
18622,Innovate Industries,Email,Women 35-44,45 days,Instagram,4.999609524,7530,155.31,Atlanta,German,3845,84338,9,Foodies,08-11-2023
18623,NexGen Systems,Email,Men 25-34,30 days,Facebook,4.535058661,5007,339.38,Miami,English,4400,96707,9,Tech Enthusiasts,08-11-2023
18624,Data Tech Solutions,Social Media,Women 35-44,45 days,Email,4.790822222,9673,74.61,New York,English,3378,81208,9,Tech Enthusiasts,08-11-2023
18625,Alpha Innovations,Social Media,Men 25-34,60 days,Facebook,4.994792484,4133,-58.26,San Francisco,English,345,9846,8,Health & Wellness,08-11-2023
18626,Alpha Innovations,Influencer,Women 25-34,30 days,Google Ads,5.59534727,5020,-21.91,Miami,English,784,19963,8,Foodies,08-11-2023
18627,NexGen Systems,Social Media,Women 25-34,15 days,YouTube,5.349609524,2176,718.7,Seattle,German,3563,72574,8,Outdoor Adventurers,08-11-2023
18628,Innovate Industries,Social Media,Women 25-34,15 days,Facebook,4.259609524,1125,940.89,Los Angeles,German,2342,61325,9,Health & Wellness,08-11-2023
18629,Alpha Innovations,Email,Men 18-24,30 days,Email,4.827439375,5477,209.29,Houston,English,3388,87320,8,Fashionistas,08-11-2023
18630,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,3.809609524,1651,807.03,Miami,Spanish,2995,88889,8,Foodies,08-11-2023
18631,NexGen Systems,Display,Men 18-24,60 days,Google Ads,4.868251508,9762,-25.58,Los Angeles,English,1453,46128,8,Tech Enthusiasts,08-11-2023
18632,Innovate Industries,Social Media,Women 35-44,30 days,YouTube,4.054293739,9243,105.4,San Francisco,English,3797,92851,9,Health & Wellness,08-11-2023
18633,Data Tech Solutions,Social Media,Women 25-34,30 days,Facebook,4.349609524,6360,152.52,Los Angeles,French,3212,82169,9,Fashionistas,08-11-2023
18634,Alpha Innovations,Email,Women 25-34,45 days,Facebook,5.169609524,5949,73.98,Dallas,German,2070,43769,8,Outdoor Adventurers,08-11-2023
18635,Data Tech Solutions,Display,Men 18-24,30 days,Email,5.806908716,8431,15.94,New York,English,1955,42697,9,Foodies,08-11-2023
18636,Alpha Innovations,Email,Men 25-34,45 days,Website,3.519609524,1460,490.41,Miami,French,1724,56006,8,Health & Wellness,08-11-2023
18637,Data Tech Solutions,Search,Women 25-34,30 days,Email,5.661986078,5588,23.12,Atlanta,English,1376,43686,8,Health & Wellness,08-11-2023
18638,Innovate Industries,Email,Women 35-44,60 days,Facebook,5.598228498,1615,1024.15,Los Angeles,English,3631,89018,9,Tech Enthusiasts,08-11-2023
18639,Data Tech Solutions,Social Media,All Ages,30 days,Website,4.273212823,6143,-53.2,"Washington, D.C.",English,575,18456,9,Fashionistas,08-11-2023
18640,TechCorp,Search,Women 25-34,15 days,Email,5.882590629,2423,195.3,"Washington, D.C.",English,1431,42973,8,Fashionistas,08-11-2023
18641,Data Tech Solutions,Social Media,All Ages,60 days,Google Ads,4.799609524,4070,60.81,Dallas,German,1309,30038,8,Health & Wellness,08-11-2023
18642,NexGen Systems,Email,Men 25-34,15 days,YouTube,5.209609524,7160,93.44,San Francisco,Mandarin,2770,58073,8,Health & Wellness,08-11-2023
18643,Innovate Industries,Search,Women 25-34,15 days,Facebook,4.368525463,9180,-61.93,Seattle,English,699,20940,9,Tech Enthusiasts,08-11-2023
18644,TechCorp,Email,Women 35-44,15 days,Google Ads,5.659609524,9143,47.11,Seattle,Mandarin,2690,51549,8,Tech Enthusiasts,08-11-2023
18645,Innovate Industries,Search,All Ages,45 days,Website,5.219609524,7367,-91.11,Seattle,Spanish,131,2745,9,Outdoor Adventurers,08-11-2023
18646,TechCorp,Influencer,All Ages,30 days,Facebook,5.149609524,7037,-2.73,Los Angeles,Spanish,1369,29078,9,Fashionistas,08-11-2023
18647,Data Tech Solutions,Search,Women 25-34,15 days,Instagram,4.622350373,4947,142.47,Atlanta,English,2399,59238,8,Health & Wellness,08-11-2023
18648,NexGen Systems,Display,Women 25-34,60 days,Instagram,6.089609524,2174,424.38,Los Angeles,Spanish,2280,40369,9,Foodies,08-11-2023
18649,TechCorp,Display,Men 25-34,45 days,Facebook,4.575304252,3333,425.95,Miami,English,3506,89459,8,Tech Enthusiasts,08-11-2023
18650,Alpha Innovations,Search,Men 18-24,30 days,Website,3.679609524,8243,49.16,Los Angeles,Spanish,2459,75911,9,Tech Enthusiasts,08-11-2023
18651,Data Tech Solutions,Display,Men 25-34,30 days,Google Ads,5.919609524,3713,170.54,Dallas,German,2009,36666,9,Fashionistas,08-11-2023
18652,Innovate Industries,Display,Women 35-44,30 days,YouTube,3.629609524,2564,-33.11,New York,German,343,10756,9,Tech Enthusiasts,08-11-2023
18653,NexGen Systems,Display,Men 25-34,30 days,Instagram,5.789609524,1446,945.99,Chicago,German,3025,56547,9,Fashionistas,08-11-2023
18654,NexGen Systems,Influencer,Women 25-34,30 days,YouTube,4.978705737,2563,241.2,Los Angeles,English,1749,33507,8,Tech Enthusiasts,08-11-2023
18655,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,5.069609524,4867,198.75,"Washington, D.C.",German,2908,62818,9,Tech Enthusiasts,08-11-2023
18656,TechCorp,Display,Men 25-34,15 days,Website,3.559609524,4050,281.6,Seattle,Spanish,3091,99071,8,Fashionistas,08-11-2023
18657,TechCorp,Email,All Ages,60 days,Google Ads,4.53562544,4476,232.66,New York,English,2978,78394,9,Outdoor Adventurers,08-11-2023
18658,NexGen Systems,Search,Women 25-34,30 days,YouTube,5.214983243,4807,106.68,Miami,English,1987,62297,8,Tech Enthusiasts,08-11-2023
18659,Alpha Innovations,Email,Women 25-34,30 days,Facebook,5.179609524,2673,525.33,Chicago,Spanish,3343,70531,8,Fashionistas,08-11-2023
